"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",87,96,15,8,38,24,10,8,20,41,33.3,19,17
"Season",109.8,95.7,24.7,11.5,43.2,19.7,13.2,17.2,46.7,47.2,35.2,20.7,14.8
"Diff",-22.8,0.299999999999997,-9.7,-3.5,-5.2,4.3,-3.2,-9.2,-26.7,-6.2,-1.90000000000001,-1.7,2.2
