"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",116,119,19,11,35,18,15,15,46,50,28.6,25,14
"Season",103.4,87.2,23.6,11.4,45.2,20.2,12,15.2,38.8,45.3,36.1,20.4,16.2
"Diff",12.6,31.8,-4.6,-0.4,-10.2,-2.2,3,-0.199999999999999,7.2,4.7,-7.5,4.6,-2.2
