"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",113,115,26,9,36,23,14,20,60,47.9,35.5,16,11
"Season",103.4,87.2,23.6,11.4,45.2,20.2,12,15.2,38.8,45.3,36.1,20.4,16.2
"Diff",9.59999999999999,27.8,2.4,-2.4,-9.2,2.8,2,4.8,21.2,2.6,-0.600000000000001,-4.4,-5.2
