"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",101,69,28,11,52,18,10,16,36,44.3,38.2,14,11
"Season",107.5,100.2,22.5,11,40.8,20.7,13.2,15.8,44,46.6,34.4,21.5,15.8
"Diff",-6.5,-31.2,5.5,0,11.2,-2.7,-3.2,0.199999999999999,-8,-2.3,3.8,-7.5,-4.8
