"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",111,101,20,6,40,24,7,21,48,46.8,37,37,14
"Season",98.9,95.6,18.7,7.9,40.9,19.3,7.6,13.4,41.1,43,32.8,25.7,12.4
"Diff",12.1,5.40000000000001,1.3,-1.9,-0.899999999999999,4.7,-0.6,7.6,6.9,3.8,4.2,11.3,1.6
