"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,91,18,9,46,14,9,4,32,41.1,29.4,30,18
"Season",102.2,96,19.8,7.7,40.7,22.3,7.8,15.2,46,43.5,33,27.2,11
"Diff",-6.2,-5,-1.8,1.3,5.3,-8.3,1.2,-11.2,-14,-2.4,-3.6,2.8,7
