"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",94,103,14,6,36,11,4,20,28,45.8,38.7,24,17
"Season",102.2,96,19.8,7.7,40.7,22.3,7.8,15.2,46,43.5,33,27.2,11
"Diff",-8.2,7,-5.8,-1.7,-4.7,-11.3,-3.8,4.8,-18,2.3,5.7,-3.2,6
