"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",99,101,21,5,31,30,2,22,48,47.6,33.3,16,13
"Season",100.6,95.6,18.6,8,42.1,18.4,8.3,13.3,41.1,42.9,33.3,28.7,12.6
"Diff",-1.59999999999999,5.40000000000001,2.4,-3,-11.1,11.6,-6.3,8.7,6.9,4.7,0,-12.7,0.4
