"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",107,115,29,10,40,17,6,22,46,57.1,37,12,25
"Season",121.6,111.2,31,9.6,45.2,17.2,9.8,28.6,44.5,51.8,42.3,22.8,16
"Diff",-14.6,3.8,-2,0.4,-5.2,-0.199999999999999,-3.8,-6.6,1.5,5.3,-5.3,-10.8,9
