"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",128,120,29,10,49,18,17,23,40,51.1,43.9,20,18
"Season",119,110.6,31,9.6,44.1,17.1,8.4,28.5,45.2,52.5,41.4,21.8,16.9
"Diff",9,9.40000000000001,-2,0.4,4.9,0.899999999999999,8.6,-5.5,-5.2,-1.4,2.5,-1.8,1.1
