"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",121,122,34,6,41,11,8,36,32,53.8,53.3,21,17
"Season",119.9,110.4,30.4,10.1,45.1,18,9.5,26.9,46.2,52.2,40.2,21.6,17
"Diff",1.09999999999999,11.6,3.6,-4.1,-4.1,-7,-1.5,9.1,-14.2,1.59999999999999,13.1,-0.600000000000001,0
