"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,112,32,6,37,17,6,33,48,55.8,46.2,22,17
"Season",120.4,111.6,30.6,10.1,45.6,17.2,9.8,27.2,44.2,52,41.1,21.5,17
"Diff",-3.40000000000001,0.400000000000006,1.4,-4.1,-8.6,-0.199999999999999,-3.8,5.8,3.8,3.8,5.1,0.5,0
