"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",101,111,20,12,46,16,6,32,36,39.3,31.6,27,17
"Season",122.4,111.8,32.1,9.4,44.5,17.4,9.8,27.4,45.8,54,42.9,20.9,17
"Diff",-21.4,-0.799999999999997,-12.1,2.6,1.5,-1.4,-3.8,4.6,-9.8,-14.7,-11.3,6.1,0
