"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,100,26,13,49,27,12,10,50,47,44.8,28,17
"Season",108,103,22.3,9.3,42,20.7,10.3,10.8,49,45.4,28.8,23.7,12.8
"Diff",9,-3,3.7,3.7,7,6.3,1.7,-0.800000000000001,1,1.6,16,4.3,4.2
