"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",99,85,17,8,47,11,12,2,46,44.8,33.3,17,9
"Season",111,105.5,23.8,10.2,42.3,23.3,10.3,12.2,49.7,45.8,30.7,25.5,14.2
"Diff",-12,-20.5,-6.8,-2.2,4.7,-12.3,1.7,-10.2,-3.7,-1,2.6,-8.5,-5.2
