"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",97,101,17,5,34,27,2,14,42,42.5,27,24,14
"Season",111.3,102.8,23.8,10.7,44.5,20.7,12,10.2,50.3,46.2,31.8,24.3,13.3
"Diff",-14.3,-1.8,-6.8,-5.7,-10.5,6.3,-10,3.8,-8.3,-3.7,-4.8,-0.300000000000001,0.699999999999999
