"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",111,129,20,9,38,22,10,10,58,49.4,35.5,25,13
"Season",109,98.2,23.3,10,43.8,21.5,10.7,10.8,47.7,45,30.4,24.2,13.5
"Diff",2,30.8,-3.3,-1,-5.8,0.5,-0.699999999999999,-0.800000000000001,10.3,4.4,5.1,0.800000000000001,-0.5
