"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",89,104,17,9,42,12,11,2,22,44.7,50,11,24
"Season",99.4,108.9,21,9,39.9,15.1,11.5,8.1,33.2,41.9,37.1,22.6,13.6
"Diff",-10.4,-4.90000000000001,-4,0,2.1,-3.1,-0.5,-6.1,-11.2,2.8,12.9,-11.6,10.4
