"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",110,112,22,3,33,17,7,10,34,51.4,47.5,19,17
"Season",96.8,107.9,20.4,9.8,41,14.5,12,7.1,31.8,41.1,37.4,21.6,14.5
"Diff",13.2,4.09999999999999,1.6,-6.8,-8,2.5,-5,2.9,2.2,10.3,10.1,-2.6,2.5
