"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",98,119,20,9,38,16,10,11,26,39.3,33.3,20,14
"Season",98.2,107,20.6,9,40.4,14.6,11.6,7,32.8,42.6,39.1,21.5,14.9
"Diff",-0.200000000000003,12,-0.600000000000001,0,-2.4,1.4,-1.6,4,-6.8,-3.3,-5.8,-1.5,-0.9
