"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,96,20,18,53,10,23,6,28,34,29.4,20,14
"Season",98.6,112.1,20.7,8.4,39,14.4,10.7,7.7,32,42.5,39.3,20.4,15.4
"Diff",-7.59999999999999,-16.1,-0.699999999999999,9.6,14,-4.4,12.3,-1.7,-4,-8.5,-9.9,-0.399999999999999,-1.4
