"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",88,93,19,7,36,14,6,9,30,41.3,33.3,21,12
"Season",99.5,110.2,20.8,9.2,40.6,14.9,12.1,7.2,32.2,42.3,39.1,21.4,15.1
"Diff",-11.5,-17.2,-1.8,-2.2,-4.6,-0.9,-6.1,1.8,-2.2,-1,-5.8,-0.399999999999999,-3.1
