"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",111,117,27,9,41,11,14,14,38,44.2,37.8,21,15
"Season",96.6,107.2,19.8,9,40,15.2,11.1,6.6,31.2,42,38.6,21.4,14.8
"Diff",14.4,9.8,7.2,0,1,-4.2,2.9,7.4,6.8,2.2,-0.800000000000004,-0.399999999999999,0.199999999999999
