"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",115,111,25,7,37,23,3,14,50,53.3,35.3,35,16
"Season",111.8,107.7,23.8,12.2,45,21.5,14.5,12.2,41.7,44.1,34.9,26.8,13
"Diff",3.2,3.3,1.2,-5.2,-8,1.5,-11.5,1.8,8.3,9.2,0.399999999999999,8.2,3
