"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",109,104,24,10,38,29,11,18,38,44,30,28,15
"Season",112.8,108.8,24,11.7,44.8,20.5,13.2,11.5,43.7,45.6,35.8,28,13.2
"Diff",-3.8,-4.8,0,-1.7,-6.8,8.5,-2.2,6.5,-5.7,-1.6,-5.8,0,1.8
