"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,120,30,12,41,18,18,17,38,44.3,45.5,22,14
"Season",111.5,106.2,23,11.3,44.3,22.3,12,11.7,43.7,45.6,33.2,29,13.3
"Diff",5.5,13.8,7,0.699999999999999,-3.3,-4.3,6,5.3,-5.7,-1.3,12.3,-7,0.699999999999999
