"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",69,101,16,12,47,17,8,9,16,28.2,27,20,19
"Season",94.2,101.2,21.6,10.2,48.4,11.2,9,5.4,38.4,40.7,31.6,17.6,14.4
"Diff",-25.2,-0.200000000000003,-5.6,1.8,-1.4,5.8,-1,3.6,-22.4,-12.5,-4.6,2.4,4.6
