"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",112,119,28,8,39,16,10,0,36,47.7,51.5,13,9
"Season",85.6,97.6,19.2,11,50,11.4,8.6,7.2,34.4,36.8,26.7,19,16.4
"Diff",26.4,21.4,8.8,-3,-11,4.6,1.4,-7.2,1.6,10.9,24.8,-6,-7.4
