"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,97,20,7,54,10,9,5,40,40.4,25,19,12
"Season",89.8,102,20.8,11.2,47,12.6,8.8,6.2,33.6,38.3,32,17.8,15.8
"Diff",1.2,-5,-0.800000000000001,-4.2,7,-2.6,0.199999999999999,-1.2,6.4,2.1,-7,1.2,-3.8
