"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,86,20,18,62,8,8,7,46,36,21.9,29,13
"Season",89.8,104.2,20.8,9,45.4,13,9,5.8,32.4,39.1,32.7,15.8,15.6
"Diff",1.2,-18.2,-0.800000000000001,9,16.6,-5,-1,1.2,13.6,-3.1,-10.8,13.2,-2.6
