"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",91,110,24,4,31,15,6,10,32,42.1,30,22,14
"Season",106.9,106.9,24.1,6,38.9,17,7,9.3,48,49.3,40.7,19.7,14.4
"Diff",-15.9,3.09999999999999,-0.100000000000001,-2,-7.9,-2,-1,0.699999999999999,-16,-7.2,-10.7,2.3,-0.4
