"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",103,94,24,5,42,14,2,7,56,47.1,34.6,16,13
"Season",102.5,106.3,23.3,5.3,36.8,18.2,6,9.2,45.3,48.5,37.9,21.5,14.7
"Diff",0.5,-12.3,0.699999999999999,-0.3,5.2,-4.2,-4,-2.2,10.7,-1.4,-3.3,-5.5,-1.7
