"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",108,100,19,6,45,16,8,4,56,50,33.3,30,15
"Season",107,110.3,25.3,6.3,36.8,17.8,7.8,9.3,45.7,48.6,39.6,19.3,13.8
"Diff",1,-10.3,-6.3,-0.3,8.2,-1.8,0.2,-5.3,10.3,1.4,-6.3,10.7,1.2
