"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",113,110,22,7,35,22,9,8,54,52.5,38.9,30,14
"Season",103.7,106.9,24.4,5.6,38.3,16,6.6,9.6,44.9,47.8,39.4,18.6,14.4
"Diff",9.3,3.09999999999999,-2.4,1.4,-3.3,6,2.4,-1.6,9.1,4.7,-0.5,11.4,-0.4
