"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",89,96,22,2,37,11,0,15,38,45.5,44,14,17
"Season",107,110.3,25.3,6.3,36.8,17.8,7.8,9.3,45.7,48.6,39.6,19.3,13.8
"Diff",-18,-14.3,-3.3,-4.3,0.200000000000003,-6.8,-7.8,5.7,-7.7,-3.1,4.4,-5.3,3.2
