"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",97,116,23,8,30,19,6,7,50,46.3,31.4,12,14
"Season",106,106,24.3,5.4,39,16.4,7,9.7,45.4,48.7,40.5,21.1,14.4
"Diff",-9,10,-1.3,2.6,-9,2.6,-1,-2.7,4.6,-2.40000000000001,-9.1,-9.1,-0.4
