"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",109,116,27,11,44,15,15,2,56,43.1,26.7,17,13
"Season",104.2,105,19.8,7.3,42.7,17.5,10,10.2,48,46.8,33.5,18.3,16
"Diff",4.8,11,7.2,3.7,1.3,-2.5,5,-8.2,8,-3.7,-6.8,-1.3,-3
