"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",104,93,21,10,41,17,9,14,40,45.9,37.8,18,19
"Season",105,108.8,20.8,7.5,43.2,17.2,11,8.2,50.7,46.3,31.6,18.2,15
"Diff",-1,-15.8,0.199999999999999,2.5,-2.2,-0.199999999999999,-2,5.8,-10.7,-0.399999999999999,6.2,-0.199999999999999,4
