"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",112,108,24,6,45,16,10,15,56,51.7,41.2,14,14
"Season",103.7,106.3,20.3,8.2,42.5,17.3,10.8,8,48,45.3,31.1,18.8,15.8
"Diff",8.3,1.7,3.7,-2.2,2.5,-1.3,-0.800000000000001,7,8,6.40000000000001,10.1,-4.8,-1.8
