"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",122,125,17,15,50,27,23,15,66,52.7,25.9,25,24
"Season",102,103.5,21.5,6.7,41.7,15.5,8.7,8,46.3,45.1,33.6,17,14.2
"Diff",20,21.5,-4.5,8.3,8.3,11.5,14.3,7,19.7,7.6,-7.7,8,9.8
