"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",94,97,19,12,44,26,21,9,40,40,32.1,18,15
"Season",97.9,101,20.9,13.6,48,16,16.3,7.6,45.4,43,31.8,22.6,14.1
"Diff",-3.90000000000001,-4,-1.9,-1.6,-4,10,4.7,1.4,-5.4,-3,0.300000000000001,-4.6,0.9
