"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",117,100,18,8,44,12,16,1,44,55.3,58.8,30,13
"Season",94.6,100.6,21,14.1,48,18,17,8.7,44.9,40.8,27.9,20.9,14.4
"Diff",22.4,-0.599999999999994,-3,-6.1,-4,-6,-1,-7.7,-0.899999999999999,14.5,30.9,9.1,-1.4
