"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",101,97,19,18,55,14,21,14,58,44.4,25,23,20
"Season",96.9,101,20.9,12.7,46.4,17.7,16.3,6.9,42.9,42.4,32.8,21.9,13.4
"Diff",4.09999999999999,-4,-1.9,5.3,8.6,-3.7,4.7,7.1,15.1,2,-7.8,1.1,6.6
