"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",92,112,19,14,46,15,20,7,32,39.1,29.2,23,16
"Season",98.1,98.9,20.9,13.3,47.7,17.6,16.4,7.9,46.6,43.1,32.2,21.9,14
"Diff",-6.09999999999999,13.1,-1.9,0.699999999999999,-1.7,-2.6,3.6,-0.9,-14.6,-4,-3,1.1,2
