"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",107,99,22,12,50,21,12,11,44,46.1,38.1,19,11
"Season",96,100.7,20.4,13.6,47.1,16.7,17.6,7.3,44.9,42.1,30.9,22.4,14.7
"Diff",11,-1.7,1.6,-1.6,2.9,4.3,-5.6,3.7,-0.899999999999999,4,7.2,-3.4,-3.7
