"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",89,110,20,11,43,13,15,4,58,42.4,8.3,25,14
"Season",104.2,104.3,22.5,11.7,46.2,14.7,18,7.2,40.7,45.3,34.3,20.7,17.2
"Diff",-15.2,5.7,-2.5,-0.699999999999999,-3.2,-1.7,-3,-3.2,17.3,-2.9,-26,4.3,-3.2
