"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",84,105,19,11,41,10,17,8,38,40.5,29.2,19,25
"Season",105,105.2,22.7,11.7,46.5,15.2,17.7,6.5,44,45.6,30.8,21.7,15.3
"Diff",-21,-0.200000000000003,-3.7,-0.699999999999999,-5.5,-5.2,-0.699999999999999,1.5,-6,-5.1,-1.6,-2.7,9.7
