"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",116,110,27,11,49,18,21,7,36,50,40.6,23,22
"Season",99.7,104.3,21.3,11.7,45.2,13.8,17,6.7,44.3,44,28.9,21,15.8
"Diff",16.3,5.7,5.7,-0.699999999999999,3.8,4.2,4,0.3,-8.3,6,11.7,2,6.2
