"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",124,111,23,4,46,15,7,9,54,50,55,22,6
"Season",104.7,104.4,24.3,12,45,17.4,17.4,14.1,47.4,45.5,36.6,21.9,15.6
"Diff",19.3,6.59999999999999,-1.3,-8,1,-2.4,-10.4,-5.1,6.6,4.5,18.4,0.100000000000001,-9.6
