"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",110,116,20,13,36,33,17,16,28,41.2,43.9,31,13
"Season",106.7,103.7,24.7,10.7,46.4,14.9,16,13.1,51.1,46.7,38.1,20.6,14.6
"Diff",3.3,12.3,-4.7,2.3,-10.4,18.1,1,2.9,-23.1,-5.5,5.8,10.4,-1.6
