"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,106,21,7,38,14,7,12,36,46.8,48.1,12,21
"Season",108.7,105.1,24.6,11.6,46.1,17.6,17.4,13.7,50,45.9,37.5,23.3,13.4
"Diff",-12.7,0.900000000000006,-3.6,-4.6,-8.1,-3.6,-10.4,-1.7,-14,0.899999999999999,10.6,-11.3,7.6
