"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",119,98,27,6,48,20,9,20,48,53.2,46.4,29,16
"Season",107.3,100.5,20.2,12.7,47.8,20.3,16,11,46,44.4,38.1,25.3,13.5
"Diff",11.7,-2.5,6.8,-6.7,0.200000000000003,-0.300000000000001,-7,9,2,8.8,8.3,3.7,2.5
