"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",87,95,19,15,51,10,11,7,22,33.3,39.5,22,18
"Season",112.7,101,21.5,11.2,47.3,22,15.7,13.2,50.3,47.7,39.3,26.5,13.2
"Diff",-25.7,-6,-2.5,3.8,3.7,-12,-4.7,-6.2,-28.3,-14.4,0.200000000000003,-4.5,4.8
