"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",130,88,26,10,52,32,14,19,66,54.5,46.2,30,12
"Season",105.5,102.2,20.3,12,47.2,18.3,15.2,11.2,43,44.1,38.1,25.2,14.2
"Diff",24.5,-14.2,5.7,-2,4.8,13.7,-1.2,7.8,23,10.4,8.1,4.8,-2.2
