"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",108,92,23,17,59,21,31,9,52,39.3,36.4,13,14
"Season",109.2,101.5,20.8,10.8,46,20.2,12.3,12.8,45.3,46.7,39.8,28,13.8
"Diff",-1.2,-9.5,2.2,6.2,13,0.800000000000001,18.7,-3.8,6.7,-7.40000000000001,-3.4,-15,0.199999999999999
