"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",115,107,27,7,48,21,10,6,54,55,41.7,24,19
"Season",104.8,109.2,24.8,11.2,46.7,13.8,13.2,8.2,42.3,44.3,38,22.3,17.3
"Diff",10.2,-2.2,2.2,-4.2,1.3,7.2,-3.2,-2.2,11.7,10.7,3.7,1.7,1.7
