"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",97,86,25,8,49,8,10,0,42,46.7,37.5,24,21
"Season",107.3,111.6,25.7,11.1,46,17,13.7,9.3,44.9,45.5,37.9,20.6,16.6
"Diff",-10.3,-25.6,-0.699999999999999,-3.1,3,-9,-3.7,-9.3,-2.9,1.2,-0.399999999999999,3.4,4.4
