"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",119,109,36,15,53,15,14,5,52,46.5,37.1,25,17
"Season",104.1,108.3,24.1,10.1,45.4,16,13.1,8.6,43.4,45.5,37.9,20.4,17.1
"Diff",14.9,0.700000000000003,11.9,4.9,7.6,-1,0.9,-3.6,8.6,1,-0.799999999999997,4.6,-0.100000000000001
