"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",94,128,18,8,41,12,13,5,32,39,33.3,36,20
"Season",107.7,105.6,26.7,11.1,47.1,16.4,13.3,8.6,46.3,46.6,38.5,18.9,16.7
"Diff",-13.7,22.4,-8.7,-3.1,-6.1,-4.4,-0.300000000000001,-3.6,-14.3,-7.6,-5.2,17.1,3.3
