"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",115,120,25,11,48,15,20,19,44,46.2,42.9,19,17
"Season",104.7,106.7,25.7,10.7,46.1,16,12.3,6.6,44.6,45.6,37.1,21.3,17.1
"Diff",10.3,13.3,-0.699999999999999,0.300000000000001,1.9,-1,7.7,12.4,-0.600000000000001,0.600000000000001,5.8,-2.3,-0.100000000000001
