"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",92,102,20,14,47,16,13,4,40,38,31.2,16,16
"Season",108,109.3,26.4,10.3,46.3,15.9,13.3,8.7,45.1,46.7,38.8,21.7,17.3
"Diff",-16,-7.3,-6.4,3.7,0.700000000000003,0.0999999999999996,-0.300000000000001,-4.7,-5.1,-8.7,-7.6,-5.7,-1.3
