"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",93,113,21,10,44,16,9,5,50,43.6,30.3,3,13
"Season",106,100.6,21.1,12,42.3,22.6,14.4,12.3,47.1,45.5,35.5,17.3,13.3
"Diff",-13,12.4,-0.100000000000001,-2,1.7,-6.6,-5.4,-7.3,2.9,-1.9,-5.2,-14.3,-0.300000000000001
