"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",95,87,16,12,50,22,8,22,38,40.9,32.1,21,12
"Season",105.7,104.3,21.9,11.7,41.4,21.7,14.6,9.9,48.9,45.9,35.3,14.7,13.4
"Diff",-10.7,-17.3,-5.9,0.300000000000001,8.6,0.300000000000001,-6.6,12.1,-10.9,-5,-3.2,6.3,-1.4
