"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",111,107,21,15,43,17,21,4,54,48.4,30,15,12
"Season",103.4,101.4,21.1,11.3,42.4,22.4,12.7,12.4,46.6,44.8,35.6,15.6,13.4
"Diff",7.59999999999999,5.59999999999999,-0.100000000000001,3.7,0.600000000000001,-5.4,8.3,-8.4,7.4,3.6,-5.6,-0.6,-1.4
